Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,SKU130,10.58,77,77,8194.63,Unknown,72,7,36,2,Carrier B,7.24,Supplier 2,Kolkata,15,279,4,34.37,Pending,0.44,Air,Route A,822.98
cosmetics,SKU131,30.17,10,709,9167.94,Unknown,52,25,89,10,Carrier B,4.87,Supplier 4,Delhi,25,408,8,39.18,Pending,4.73,Air,Route A,453.24
skincare,SKU132,92.96,44,625,2940.94,Non-binary,74,29,99,6,Carrier C,2.54,Supplier 4,Bangalore,9,116,16,95.43,Pass,2.34,Air,Route B,133.76
skincare,SKU133,30.61,49,536,1121.9,Non-binary,95,26,52,8,Carrier A,3.86,Supplier 3,Chennai,25,504,17,82.03,Fail,2.99,Sea,Route A,322.49
skincare,SKU134,40.97,19,336,2041.05,Male,65,3,29,4,Carrier C,8.95,Supplier 5,Bangalore,12,478,17,14.54,Pass,0.39,Air,Route A,954.66
skincare,SKU135,90.22,2,692,3431.13,Unknown,66,17,45,10,Carrier C,1.55,Supplier 2,Delhi,17,101,13,62.6,Pass,4.67,Sea,Route A,364.79
skincare,SKU136,69.7,16,86,9451.54,Female,40,14,96,4,Carrier C,6.56,Supplier 5,Kolkata,23,688,3,42.58,Fail,0.9,Sea,Route A,406.73
skincare,SKU137,91.01,15,512,1271.04,Male,66,13,53,8,Carrier B,6.31,Supplier 4,Delhi,15,655,30,16.07,Pass,4.65,Air,Route B,229.92
cosmetics,SKU138,35.4,61,195,6411.21,Male,97,12,64,9,Carrier A,3.3,Supplier 1,Bangalore,27,562,7,13.13,Fail,1.83,Sea,Route C,964.01
skincare,SKU139,14.18,13,448,1143.59,Female,94,9,4,4,Carrier B,6.99,Supplier 5,Delhi,26,410,16,94.86,Pending,1.2,Air,Route A,174.76
haircare,SKU140,24.49,14,928,3840.58,Unknown,81,26,67,9,Carrier C,6.88,Supplier 1,Bangalore,30,820,4,3.79,Fail,4.88,Sea,Route B,866.42
cosmetics,SKU141,88.86,67,946,6957.26,Unknown,16,21,50,10,Carrier A,1.85,Supplier 1,Kolkata,29,264,20,55.04,Fail,0.69,Road,Route C,995.0
skincare,SKU142,97.56,67,728,1171.64,Female,78,8,37,5,Carrier A,1.86,Supplier 1,Bangalore,16,802,7,46.1,Pass,1.59,Sea,Route B,858.97
skincare,SKU143,61.57,59,603,5334.15,Unknown,54,14,14,1,Carrier C,5.46,Supplier 3,Mumbai,9,311,25,94.12,Pass,1.86,Sea,Route A,258.14
cosmetics,SKU144,46.78,89,199,9412.19,Unknown,100,21,1,2,Carrier C,2.03,Supplier 3,Mumbai,8,939,12,93.45,Pending,0.31,Sea,Route A,329.1
cosmetics,SKU145,34.23,93,115,8306.82,Non-binary,32,24,56,3,Carrier A,8.54,Supplier 4,Bangalore,28,352,15,56.82,Fail,0.95,Rail,Route B,966.6
cosmetics,SKU146,5.82,52,674,2843.97,Male,6,6,90,3,Carrier B,8.32,Supplier 1,Mumbai,25,917,23,62.57,Pass,0.17,Air,Route A,946.71
cosmetics,SKU147,67.97,84,862,2905.31,Non-binary,8,8,7,3,Carrier C,1.71,Supplier 1,Mumbai,26,853,23,56.29,Pending,4.96,Sea,Route A,171.13
skincare,SKU148,79.95,91,131,1556.63,Non-binary,73,30,22,8,Carrier A,9.84,Supplier 1,Delhi,10,547,1,2.65,Pending,4.34,Rail,Route C,149.17
skincare,SKU149,49.69,79,392,9827.68,Female,73,17,85,10,Carrier C,5.44,Supplier 1,Delhi,14,140,16,77.05,Pending,1.22,Road,Route B,974.7
cosmetics,SKU150,30.18,6,109,1160.36,Female,67,10,97,8,Carrier B,4.22,Supplier 5,Chennai,25,707,16,95.06,Pending,2.99,Sea,Route C,130.87
cosmetics,SKU151,20.76,34,333,2290.55,Unknown,90,30,72,9,Carrier B,7.78,Supplier 4,Chennai,19,537,8,59.55,Fail,1.44,Rail,Route A,819.08
skincare,SKU152,96.64,96,883,7866.45,Female,89,3,73,6,Carrier A,6.64,Supplier 3,Delhi,18,646,8,47.82,Fail,0.86,Road,Route A,693.3
skincare,SKU153,81.03,14,420,5906.02,Male,37,4,45,4,Carrier C,6.2,Supplier 2,Mumbai,18,331,4,85.28,Pending,3.36,Sea,Route C,932.13
cosmetics,SKU154,24.35,50,113,2546.55,Unknown,44,4,61,5,Carrier C,2.61,Supplier 3,Chennai,18,902,23,36.33,Fail,0.03,Air,Route B,986.83
haircare,SKU155,17.7,20,580,7035.89,Unknown,14,3,4,10,Carrier B,1.75,Supplier 4,Delhi,24,723,5,98.56,Pending,1.76,Rail,Route A,476.83
haircare,SKU156,6.6,85,924,5797.45,Non-binary,4,25,50,5,Carrier C,2.32,Supplier 5,Delhi,23,693,4,53.8,Fail,4.36,Sea,Route B,420.93
cosmetics,SKU157,6.11,24,216,7407.62,Non-binary,56,12,36,7,Carrier C,4.89,Supplier 4,Mumbai,6,799,25,12.99,Pass,1.95,Road,Route B,265.87
haircare,SKU158,33.85,99,87,1578.03,Male,6,14,6,7,Carrier A,3.65,Supplier 2,Delhi,15,690,14,49.01,Fail,2.16,Air,Route C,403.26
skincare,SKU159,36.39,54,560,1981.84,Male,96,19,98,6,Carrier C,4.79,Supplier 1,Mumbai,25,948,3,78.98,Fail,2.58,Road,Route B,329.57
cosmetics,SKU160,90.69,93,422,9258.64,Male,75,15,61,10,Carrier A,9.45,Supplier 1,Bangalore,20,659,24,6.62,Pass,1.37,Sea,Route C,910.82
skincare,SKU161,31.09,95,904,2983.93,Unknown,73,16,38,10,Carrier B,2.19,Supplier 4,Kolkata,22,864,11,99.47,Pass,2.59,Air,Route B,497.66
haircare,SKU162,57.46,80,377,6613.67,Unknown,32,25,65,9,Carrier C,1.4,Supplier 3,Delhi,1,459,6,80.23,Pending,1.28,Air,Route A,903.78
cosmetics,SKU163,72.66,23,2,5832.85,Male,63,1,92,10,Carrier C,4.48,Supplier 5,Kolkata,25,846,13,81.87,Pass,2.48,Road,Route B,438.0
skincare,SKU164,54.84,83,84,5120.98,Female,6,7,40,3,Carrier B,5.22,Supplier 1,Kolkata,25,407,21,6.98,Fail,2.1,Sea,Route B,364.54
skincare,SKU165,24.77,44,95,5782.65,Non-binary,24,17,78,5,Carrier B,4.73,Supplier 4,Chennai,18,764,22,8.94,Fail,1.08,Air,Route A,630.25
cosmetics,SKU166,22.84,48,233,8859.23,Female,75,20,26,1,Carrier B,1.18,Supplier 5,Chennai,13,855,13,97.3,Pass,3.92,Air,Route C,936.25
cosmetics,SKU167,35.7,24,944,2464.27,Non-binary,67,9,64,7,Carrier C,8.82,Supplier 5,Bangalore,17,134,5,96.55,Pass,4.16,Air,Route C,240.0
skincare,SKU168,34.59,44,542,5894.89,Female,97,4,89,2,Carrier A,8.64,Supplier 2,Delhi,27,645,6,95.01,Pass,2.85,Air,Route C,121.47
haircare,SKU169,97.47,59,993,2811.99,Unknown,92,6,9,1,Carrier C,5.22,Supplier 4,Chennai,21,871,9,49.23,Pending,0.7,Road,Route B,659.29
cosmetics,SKU170,36.27,65,661,2943.74,Male,11,6,92,1,Carrier A,4.81,Supplier 2,Bangalore,20,830,5,37.01,Pending,1.12,Road,Route C,173.64
haircare,SKU171,7.96,90,579,2297.66,Male,49,5,12,6,Carrier A,9.96,Supplier 5,Delhi,23,814,15,30.32,Fail,3.7,Road,Route C,973.94
skincare,SKU172,21.96,95,367,8825.25,Male,31,13,11,6,Carrier B,7.13,Supplier 4,Mumbai,11,812,3,3.86,Fail,4.8,Air,Route B,894.52
skincare,SKU173,92.91,83,218,7541.1,Unknown,38,9,46,8,Carrier C,5.9,Supplier 2,Mumbai,11,468,16,19.29,Pending,1.21,Sea,Route B,745.49
cosmetics,SKU174,5.5,59,281,5449.92,Male,99,8,50,3,Carrier B,1.61,Supplier 4,Bangalore,24,491,9,43.88,Pending,1.54,Rail,Route B,452.11
haircare,SKU175,79.86,82,937,1675.01,Female,6,8,89,3,Carrier A,5.46,Supplier 3,Kolkata,29,427,12,24.39,Pending,3.17,Sea,Route A,801.86
haircare,SKU176,28.05,9,380,9635.63,Non-binary,39,20,12,3,Carrier B,8.04,Supplier 1,Mumbai,23,153,6,48.56,Fail,2.39,Road,Route B,105.14
skincare,SKU177,83.79,56,59,9843.71,Non-binary,59,4,63,1,Carrier B,1.73,Supplier 4,Kolkata,9,401,11,6.71,Fail,0.41,Sea,Route B,108.8
cosmetics,SKU178,19.41,36,562,6505.12,Female,7,30,32,10,Carrier B,5.6,Supplier 1,Mumbai,23,845,15,11.08,Pending,3.99,Sea,Route A,303.14
cosmetics,SKU179,48.97,51,703,7513.82,Unknown,80,4,95,5,Carrier C,7.19,Supplier 2,Delhi,28,733,11,30.45,Fail,0.94,Road,Route A,998.79
skincare,SKU180,86.03,19,567,9203.98,Unknown,74,11,27,9,Carrier A,8.56,Supplier 3,Delhi,10,781,9,33.05,Pass,1.72,Sea,Route C,263.88
haircare,SKU181,59.19,69,176,7324.2,Male,36,19,86,2,Carrier A,7.77,Supplier 5,Bangalore,15,713,30,61.83,Pass,3.35,Air,Route B,297.4
skincare,SKU182,46.7,1,903,1858.09,Non-binary,97,1,89,8,Carrier B,4.05,Supplier 2,Chennai,16,623,9,84.59,Pass,3.13,Rail,Route B,855.13
haircare,SKU183,62.54,77,853,2241.76,Unknown,13,5,53,8,Carrier A,5.29,Supplier 3,Mumbai,21,535,7,73.89,Fail,2.97,Road,Route A,473.58
haircare,SKU184,8.72,53,754,2280.2,Non-binary,29,7,5,8,Carrier C,6.74,Supplier 3,Delhi,8,508,16,38.83,Pending,2.08,Road,Route A,154.18
haircare,SKU185,9.64,91,738,2176.38,Male,63,16,38,4,Carrier B,3.32,Supplier 2,Delhi,26,929,25,62.95,Fail,0.43,Rail,Route A,963.9
cosmetics,SKU186,10.69,90,759,5329.62,Non-binary,95,23,43,6,Carrier A,1.99,Supplier 4,Delhi,9,504,2,27.93,Fail,2.21,Road,Route C,927.16
haircare,SKU187,57.73,85,905,9731.99,Male,43,16,89,8,Carrier B,3.45,Supplier 1,Mumbai,21,975,13,39.98,Pass,0.06,Road,Route A,575.81
cosmetics,SKU188,77.88,78,239,6508.36,Unknown,18,17,25,9,Carrier C,5.38,Supplier 3,Chennai,22,281,3,33.62,Pending,2.55,Road,Route A,613.56
skincare,SKU189,1.28,32,490,6698.8,Unknown,30,20,56,9,Carrier A,2.37,Supplier 5,Chennai,28,147,8,40.71,Pending,4.05,Sea,Route A,127.95
cosmetics,SKU190,90.8,3,535,3172.67,Male,38,12,42,10,Carrier A,8.85,Supplier 1,Delhi,3,678,25,39.06,Pending,1.88,Road,Route C,326.98
cosmetics,SKU191,28.4,65,284,9788.11,Unknown,58,9,45,2,Carrier C,8.04,Supplier 4,Chennai,29,334,25,62.86,Fail,0.53,Road,Route A,597.45
skincare,SKU192,66.87,92,677,6941.75,Unknown,89,23,8,10,Carrier A,6.11,Supplier 5,Kolkata,24,861,20,45.46,Pending,2.31,Sea,Route C,546.43
cosmetics,SKU193,82.41,40,212,6754.09,Female,81,2,67,6,Carrier A,3.15,Supplier 2,Bangalore,15,229,17,39.31,Fail,3.05,Road,Route C,613.43
haircare,SKU194,32.13,53,840,6646.23,Male,50,30,30,3,Carrier C,3.47,Supplier 1,Delhi,25,339,23,92.64,Pass,3.5,Sea,Route A,890.51
haircare,SKU195,69.34,44,582,5738.14,Female,61,27,7,5,Carrier C,6.37,Supplier 3,Mumbai,30,431,19,23.62,Fail,3.67,Air,Route C,717.81
skincare,SKU196,54.09,51,162,8980.09,Female,75,17,73,2,Carrier C,3.43,Supplier 5,Kolkata,1,619,29,35.15,Pending,4.8,Air,Route C,233.62
skincare,SKU197,30.47,80,982,1871.91,Male,52,17,74,8,Carrier B,6.7,Supplier 5,Chennai,6,724,5,97.49,Fail,1.51,Rail,Route B,154.69
skincare,SKU198,54.13,9,388,3732.58,Female,32,22,8,4,Carrier C,2.31,Supplier 5,Bangalore,14,272,17,24.09,Pending,1.49,Sea,Route A,312.75
haircare,SKU199,6.39,15,253,6476.62,Female,71,4,44,1,Carrier A,4.22,Supplier 2,Kolkata,21,361,1,49.23,Pending,4.41,Road,Route A,986.5
haircare,SKU200,64.02,21,918,7814.61,Non-binary,44,2,63,4,Carrier C,6.53,Supplier 3,Mumbai,29,221,16,86.44,Pass,2.11,Road,Route C,348.17
cosmetics,SKU201,80.99,9,339,9645.96,Non-binary,37,23,93,5,Carrier A,4.13,Supplier 4,Delhi,8,497,6,57.1,Pending,0.23,Sea,Route C,967.68
haircare,SKU202,34.26,89,473,4351.84,Unknown,92,24,82,5,Carrier B,7.41,Supplier 1,Kolkata,27,744,26,98.35,Pass,2.8,Sea,Route C,974.27
skincare,SKU203,43.82,60,239,4187.6,Female,83,2,27,9,Carrier C,8.52,Supplier 1,Bangalore,15,700,23,24.66,Fail,3.09,Rail,Route B,331.9
cosmetics,SKU204,7.08,73,478,4314.43,Non-binary,21,25,97,3,Carrier B,9.02,Supplier 3,Mumbai,14,681,13,28.83,Pending,2.56,Air,Route A,451.34
haircare,SKU205,27.9,70,467,1730.87,Female,4,8,4,3,Carrier B,2.59,Supplier 5,Kolkata,15,940,15,47.89,Pass,3.33,Air,Route A,916.79
haircare,SKU206,67.18,15,157,2048.49,Female,82,4,97,9,Carrier C,3.91,Supplier 2,Mumbai,15,364,16,84.51,Pass,4.5,Road,Route A,961.6
haircare,SKU207,18.96,5,410,1808.53,Unknown,30,26,80,10,Carrier A,5.88,Supplier 4,Delhi,13,927,19,14.49,Pending,1.58,Sea,Route C,269.18
haircare,SKU208,27.95,15,430,4975.93,Non-binary,24,13,30,3,Carrier A,7.89,Supplier 3,Delhi,13,184,4,82.14,Pass,2.15,Road,Route A,620.81
cosmetics,SKU209,63.96,26,509,2825.19,Female,53,30,56,1,Carrier A,4.32,Supplier 3,Delhi,14,113,29,17.6,Pass,4.87,Rail,Route B,869.7
skincare,SKU210,59.23,4,385,9556.83,Unknown,8,9,60,2,Carrier C,6.64,Supplier 1,Chennai,3,496,2,73.1,Pending,0.65,Sea,Route B,794.31
skincare,SKU211,13.95,42,678,6348.66,Unknown,88,8,7,6,Carrier B,7.67,Supplier 4,Mumbai,10,509,27,37.99,Fail,3.56,Rail,Route B,678.49
skincare,SKU212,9.37,66,530,4377.82,Unknown,4,26,48,4,Carrier B,5.48,Supplier 4,Kolkata,13,747,18,52.9,Pass,3.42,Road,Route C,457.9
skincare,SKU213,34.13,77,94,1243.53,Non-binary,14,24,77,8,Carrier A,7.69,Supplier 2,Delhi,6,124,22,42.83,Fail,2.25,Road,Route B,469.44
cosmetics,SKU214,72.66,9,681,5584.33,Unknown,37,19,51,4,Carrier B,8.35,Supplier 2,Chennai,13,624,7,61.93,Fail,0.59,Air,Route A,801.0
skincare,SKU215,74.61,36,331,6198.31,Non-binary,54,17,2,4,Carrier A,3.13,Supplier 1,Bangalore,30,963,24,42.79,Pass,0.55,Road,Route A,643.29
skincare,SKU216,4.14,27,947,3430.43,Unknown,99,10,32,10,Carrier C,4.93,Supplier 4,Delhi,11,395,5,32.71,Pass,3.1,Sea,Route A,411.74
skincare,SKU217,60.01,67,127,2336.04,Female,7,9,31,2,Carrier B,6.14,Supplier 3,Bangalore,28,929,23,23.86,Fail,3.2,Sea,Route C,755.74
haircare,SKU218,97.05,58,419,7335.43,Male,5,28,17,10,Carrier C,4.53,Supplier 5,Chennai,17,608,2,79.26,Fail,0.06,Rail,Route A,269.37
cosmetics,SKU219,44.45,34,907,5704.89,Unknown,93,8,58,6,Carrier C,7.65,Supplier 3,Mumbai,5,440,2,9.15,Pass,2.57,Air,Route B,758.37
skincare,SKU220,88.75,53,556,3808.67,Male,17,9,81,6,Carrier A,4.58,Supplier 3,Mumbai,11,191,29,96.53,Pass,2.28,Road,Route B,789.02
haircare,SKU221,95.03,42,148,9766.8,Unknown,52,9,6,1,Carrier B,6.68,Supplier 5,Mumbai,4,834,25,47.32,Pass,0.84,Air,Route B,645.67
haircare,SKU222,84.73,58,412,7297.28,Unknown,60,12,26,2,Carrier A,9.63,Supplier 4,Chennai,8,453,23,86.44,Pending,0.07,Rail,Route A,269.34
skincare,SKU223,55.61,39,389,1304.53,Female,50,24,17,4,Carrier C,3.72,Supplier 3,Mumbai,25,811,12,96.71,Pending,1.3,Air,Route C,917.53
cosmetics,SKU224,67.35,32,733,9363.23,Female,95,29,2,10,Carrier B,3.46,Supplier 5,Delhi,2,313,28,4.85,Pending,0.94,Sea,Route A,316.75
cosmetics,SKU225,81.8,28,973,6446.55,Non-binary,71,20,100,10,Carrier C,2.13,Supplier 2,Chennai,7,928,9,56.06,Fail,4.95,Rail,Route C,189.21
skincare,SKU226,46.99,7,40,5428.93,Non-binary,60,20,47,8,Carrier B,3.34,Supplier 4,Kolkata,20,685,14,2.95,Pending,2.54,Sea,Route A,836.81
cosmetics,SKU227,7.37,74,214,5404.21,Male,84,4,73,8,Carrier A,5.61,Supplier 5,Chennai,10,535,3,69.53,Pass,3.79,Air,Route C,196.25
haircare,SKU228,38.41,8,866,3882.27,Female,9,6,72,3,Carrier C,1.63,Supplier 2,Kolkata,4,469,10,40.6,Pass,2.58,Sea,Route C,264.02
haircare,SKU229,57.53,11,857,5903.81,Non-binary,45,24,68,2,Carrier B,2.18,Supplier 1,Chennai,11,837,19,86.02,Pass,4.68,Air,Route A,889.98
cosmetics,SKU230,20.03,76,259,1538.15,Non-binary,41,19,28,7,Carrier A,2.37,Supplier 4,Mumbai,4,189,2,78.25,Pending,2.3,Sea,Route B,257.6
haircare,SKU231,83.66,66,903,8232.18,Unknown,45,28,93,5,Carrier C,5.95,Supplier 3,Kolkata,21,296,28,42.34,Pending,4.73,Rail,Route A,814.09
cosmetics,SKU232,59.77,60,585,4272.51,Non-binary,19,19,56,6,Carrier B,2.32,Supplier 1,Bangalore,26,414,16,80.92,Pending,1.69,Rail,Route C,283.94
cosmetics,SKU233,56.39,90,353,6421.84,Female,37,22,8,7,Carrier C,9.85,Supplier 3,Kolkata,14,766,6,91.45,Pass,0.71,Road,Route C,432.07
cosmetics,SKU234,10.78,59,701,4204.73,Male,16,30,66,3,Carrier B,4.35,Supplier 5,Delhi,16,465,20,70.67,Pending,0.89,Sea,Route A,775.41
cosmetics,SKU235,92.61,84,495,9951.24,Male,9,8,9,2,Carrier B,6.0,Supplier 4,Kolkata,5,472,7,42.0,Pending,3.2,Road,Route C,896.42
cosmetics,SKU236,30.33,21,396,5772.47,Female,27,23,15,9,Carrier C,8.12,Supplier 5,Kolkata,30,831,11,12.46,Pending,3.63,Sea,Route B,649.18
cosmetics,SKU237,20.76,56,426,9493.76,Non-binary,95,24,8,9,Carrier B,5.43,Supplier 4,Chennai,3,964,6,36.9,Pending,4.8,Road,Route C,643.48
cosmetics,SKU238,34.56,73,591,9030.71,Male,77,19,67,1,Carrier B,7.1,Supplier 2,Chennai,6,234,6,64.35,Fail,4.43,Rail,Route A,229.5
cosmetics,SKU239,3.28,22,182,6287.29,Non-binary,71,8,2,9,Carrier A,8.37,Supplier 2,Delhi,21,872,18,98.29,Pending,3.45,Road,Route C,388.24
haircare,SKU240,54.41,10,733,7621.49,Non-binary,33,26,1,1,Carrier B,4.6,Supplier 5,Delhi,4,382,9,65.5,Pass,3.93,Sea,Route C,687.72
haircare,SKU241,72.07,18,572,4790.18,Non-binary,98,1,72,9,Carrier B,6.97,Supplier 1,Mumbai,25,379,10,32.56,Pending,1.0,Sea,Route C,948.75
haircare,SKU242,20.15,12,610,6972.6,Unknown,39,30,11,5,Carrier C,9.26,Supplier 5,Mumbai,5,151,8,86.8,Fail,1.93,Air,Route B,356.74
haircare,SKU243,17.01,80,974,8105.4,Unknown,71,17,7,3,Carrier B,2.28,Supplier 2,Chennai,20,484,12,9.6,Fail,1.59,Rail,Route B,932.54
skincare,SKU244,18.7,78,238,1452.71,Non-binary,16,13,63,2,Carrier C,7.28,Supplier 2,Bangalore,12,503,1,55.91,Fail,4.33,Rail,Route C,836.88
haircare,SKU245,11.97,13,792,1856.2,Female,13,3,85,8,Carrier C,4.94,Supplier 5,Delhi,12,218,24,47.02,Pass,4.84,Sea,Route A,233.18
skincare,SKU246,14.89,4,458,4133.67,Male,12,2,39,7,Carrier A,5.23,Supplier 4,Kolkata,6,452,14,29.7,Pending,3.93,Sea,Route C,145.1
skincare,SKU247,28.44,55,969,1706.87,Unknown,24,28,45,10,Carrier A,3.32,Supplier 2,Mumbai,13,420,12,22.95,Pass,1.39,Sea,Route A,616.56
haircare,SKU248,76.07,54,608,1919.21,Unknown,9,22,26,4,Carrier A,1.25,Supplier 3,Kolkata,20,502,11,4.23,Pending,0.85,Sea,Route B,276.99
skincare,SKU249,96.44,50,120,8952.5,Unknown,67,25,26,5,Carrier B,7.35,Supplier 4,Kolkata,2,546,21,37.46,Fail,0.64,Air,Route B,203.71
cosmetics,SKU250,46.78,32,708,9301.14,Unknown,7,20,56,9,Carrier A,3.03,Supplier 2,Bangalore,26,909,9,19.75,Pending,1.63,Rail,Route B,983.9
haircare,SKU251,50.4,68,320,9248.15,Female,7,4,29,10,Carrier C,2.34,Supplier 5,Kolkata,6,714,22,42.77,Pending,4.77,Sea,Route C,438.29
skincare,SKU252,61.39,43,838,6912.69,Female,45,8,77,1,Carrier C,3.19,Supplier 1,Kolkata,17,410,27,12.64,Pass,4.74,Air,Route A,871.63
cosmetics,SKU253,22.29,100,707,8027.64,Unknown,96,21,73,10,Carrier B,3.4,Supplier 1,Kolkata,15,662,14,9.85,Fail,4.62,Rail,Route A,743.55
haircare,SKU254,67.65,26,932,7340.18,Non-binary,10,23,56,5,Carrier C,9.44,Supplier 2,Chennai,1,993,5,81.65,Pass,4.7,Air,Route B,881.57
skincare,SKU255,49.04,40,20,6815.56,Unknown,0,10,5,7,Carrier B,6.85,Supplier 4,Mumbai,19,172,11,26.04,Pending,2.31,Rail,Route A,625.34
skincare,SKU256,62.24,35,170,4608.06,Unknown,43,23,62,4,Carrier C,7.72,Supplier 3,Delhi,17,358,25,76.54,Pass,0.85,Rail,Route B,552.35
haircare,SKU257,1.38,23,160,1059.49,Male,16,27,22,2,Carrier C,6.09,Supplier 1,Kolkata,13,730,2,54.16,Pass,4.75,Sea,Route A,270.86
cosmetics,SKU258,80.82,29,21,8987.58,Unknown,49,19,94,8,Carrier C,6.74,Supplier 5,Delhi,2,220,26,96.1,Fail,3.53,Sea,Route A,250.16
skincare,SKU259,4.57,83,916,6454.23,Female,82,29,39,4,Carrier B,3.14,Supplier 3,Delhi,14,889,8,48.8,Pass,4.35,Sea,Route B,273.57
skincare,SKU260,36.66,51,357,4585.19,Unknown,53,20,42,2,Carrier C,6.36,Supplier 1,Mumbai,14,127,13,55.36,Pass,1.89,Road,Route B,744.85
cosmetics,SKU261,86.63,65,479,2830.51,Male,94,11,18,8,Carrier B,9.84,Supplier 4,Delhi,14,384,29,95.18,Pending,4.84,Air,Route C,198.03
cosmetics,SKU262,38.04,75,143,7678.3,Unknown,0,5,95,2,Carrier A,4.29,Supplier 5,Chennai,22,620,9,22.68,Pass,4.25,Road,Route B,567.84
cosmetics,SKU263,74.26,49,802,7056.01,Male,63,18,87,7,Carrier C,7.94,Supplier 3,Kolkata,17,409,25,92.22,Fail,1.48,Road,Route C,567.01
haircare,SKU264,35.8,61,416,5301.88,Female,27,12,19,2,Carrier B,6.69,Supplier 1,Bangalore,9,159,12,6.78,Pass,2.5,Air,Route A,302.87
skincare,SKU265,97.15,58,250,2268.82,Non-binary,78,9,86,4,Carrier A,4.9,Supplier 2,Delhi,22,686,13,31.27,Pending,3.85,Air,Route C,348.44
cosmetics,SKU266,66.11,12,447,5212.55,Male,96,18,47,10,Carrier A,7.66,Supplier 4,Mumbai,26,955,10,34.54,Pass,3.47,Air,Route B,408.24
haircare,SKU267,63.17,9,962,1147.25,Unknown,22,22,57,4,Carrier B,4.6,Supplier 2,Mumbai,18,734,25,74.52,Pass,2.31,Sea,Route C,910.12
skincare,SKU268,57.16,66,390,8613.8,Female,7,26,25,10,Carrier A,9.55,Supplier 5,Bangalore,9,548,22,55.45,Pass,2.0,Road,Route B,779.23
skincare,SKU269,42.94,58,938,1668.66,Female,58,16,36,5,Carrier A,2.8,Supplier 3,Kolkata,1,562,11,25.33,Fail,0.6,Rail,Route B,854.77
haircare,SKU270,18.67,89,150,9976.18,Female,91,14,25,1,Carrier A,4.08,Supplier 4,Mumbai,18,826,12,28.97,Pending,4.89,Sea,Route A,928.78
skincare,SKU271,22.24,7,478,7637.1,Non-binary,72,14,53,8,Carrier A,1.68,Supplier 4,Mumbai,26,931,3,36.21,Pending,0.21,Sea,Route C,813.71
haircare,SKU272,23.72,61,603,9692.75,Female,41,29,76,5,Carrier C,7.29,Supplier 3,Delhi,8,780,21,85.25,Pending,1.42,Air,Route C,171.37
cosmetics,SKU273,63.37,46,136,6950.32,Male,60,21,2,3,Carrier C,2.37,Supplier 5,Mumbai,7,675,17,13.4,Fail,2.0,Sea,Route A,891.54
cosmetics,SKU274,20.93,84,2,8413.85,Unknown,89,19,57,3,Carrier C,6.69,Supplier 4,Chennai,29,363,19,93.22,Fail,3.82,Air,Route C,564.15
skincare,SKU275,86.32,80,976,5499.08,Female,100,13,69,8,Carrier A,3.87,Supplier 4,Delhi,28,830,14,56.65,Pending,3.28,Road,Route B,745.58
haircare,SKU276,26.67,56,626,7523.63,Non-binary,2,16,1,3,Carrier B,1.45,Supplier 1,Bangalore,14,560,12,32.89,Fail,2.8,Sea,Route C,324.59
