"customerID";"gender";"SeniorCitizen";"Partner";"Dependents";"tenure";"PhoneService";"MultipleLines";"InternetService";"OnlineSecurity";"OnlineBackup";"DeviceProtection";"TechSupport";"StreamingTV";"StreamingMovies";"Contract";"PaperlessBilling";"PaymentMethod";"MonthlyCharges";"TotalCharges";"Churn";"TenureMonthsBinned";"TotalServiceAddons";"HasPaperlessElectronicPayment";"AverageMonthlyChargePerTenure"
"0201-MIBOL";"Female";"Yes";"No";"No";66;"Yes";"Yes";"Fiber optic";"Yes";"No";"No";"No";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";102.4;6471.85;"No";"49-72 Months";3;"No";98.058333
"0201-OAMXR";"Female";"No";"No";"No";70;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"One year";"No";"Credit card (automatic)";115.55;8127.6;"Yes";"49-72 Months";6;"No";116.108571
"0203-HHYIJ";"Male";"No";"No";"No";25;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Bank transfer (automatic)";25.3;676.35;"Yes";"25-48 Months";0;"No";27.054
"0206-OYVOC";"Female";"No";"Yes";"Yes";46;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Mailed check";19.25;864.2;"No";"25-48 Months";0;"No";18.786957
"0206-TBWLC";"Female";"No";"Yes";"No";54;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"One year";"Yes";"Mailed check";114.65;6049.5;"No";"49-72 Months";6;"No";112.027778
"0207-MDKNV";"Female";"No";"No";"No";15;"Yes";"No";"Fiber optic";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"No";"Electronic check";105.1;1582.75;"Yes";"13-24 Months";5;"No";105.516667
"0208-BPQEJ";"Female";"No";"Yes";"Yes";12;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Bank transfer (automatic)";19.4;198.1;"No";"0-12 Months";0;"No";16.508333
"0212-ISBBF";"Female";"No";"No";"No";22;"No";"No phone service";"DSL";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";50.35;1098.85;"No";"13-24 Months";3;"Yes";49.947727
"0214-JHPFW";"Female";"No";"Yes";"No";70;"No";"No phone service";"DSL";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Bank transfer (automatic)";57.8;4039.3;"No";"49-72 Months";5;"No";57.704286
"0215-BQKGS";"Male";"No";"No";"No";30;"Yes";"No";"Fiber optic";"Yes";"Yes";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";84.3;2438.6;"No";"25-48 Months";3;"No";81.286667
"0218-QNVAS";"Male";"No";"Yes";"Yes";71;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"One year";"No";"Bank transfer (automatic)";100.55;7113.75;"No";"49-72 Months";3;"No";100.193662
"0219-QAERP";"Male";"No";"Yes";"No";30;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Credit card (automatic)";19.8;576.65;"No";"25-48 Months";0;"No";19.221667
"0219-YTZUE";"Male";"No";"Yes";"Yes";4;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";84.8;371.9;"Yes";"0-12 Months";2;"No";92.975
"0220-EBGCE";"Male";"No";"No";"No";2;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";85.85;167.3;"Yes";"0-12 Months";2;"Yes";83.65
"0221-NAUXK";"Male";"No";"No";"Yes";10;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"Yes";"Bank transfer (automatic)";19.95;219.5;"No";"0-12 Months";0;"No";21.95
"0221-WMXNQ";"Male";"Yes";"No";"No";4;"Yes";"No";"Fiber optic";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";75.35;273.4;"No";"0-12 Months";1;"No";68.35
"0222-CNVPT";"Male";"Yes";"No";"No";52;"No";"No phone service";"DSL";"Yes";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";48.8;2555.05;"No";"49-72 Months";3;"No";49.135577
"0224-HJAPT";"Male";"No";"No";"No";5;"Yes";"Yes";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";47.15;223.15;"Yes";"0-12 Months";0;"No";44.63
"0224-NIJLP";"Male";"No";"Yes";"Yes";8;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";20.15;165.5;"No";"0-12 Months";0;"No";20.6875
"0224-RLWWD";"Female";"Yes";"No";"No";2;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";44.3;89.3;"No";"0-12 Months";0;"Yes";44.65
"0225-ZORZP";"Male";"No";"No";"No";3;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";84.3;235.05;"No";"0-12 Months";2;"No";78.35
"0228-MAUWC";"Male";"No";"No";"No";19;"Yes";"Yes";"DSL";"No";"No";"Yes";"Yes";"No";"No";"Month-to-month";"No";"Electronic check";59.55;1144.6;"No";"13-24 Months";2;"No";60.242105
"0229-LFJAF";"Male";"No";"No";"No";72;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"No";"No";"Two year";"No";"Bank transfer (automatic)";69.65;4908.25;"No";"49-72 Months";4;"No";68.170139
"0230-UBYPQ";"Male";"Yes";"Yes";"No";63;"No";"No phone service";"DSL";"Yes";"No";"No";"Yes";"No";"No";"One year";"No";"Bank transfer (automatic)";36.1;2298.9;"No";"49-72 Months";2;"No";36.490476
"0230-WEQUW";"Male";"No";"Yes";"No";66;"No";"No phone service";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Two year";"Yes";"Bank transfer (automatic)";56.6;3789.2;"No";"49-72 Months";5;"No";57.412121
"0231-LXVAP";"Male";"No";"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Electronic check";75.9;75.9;"Yes";"0-12 Months";1;"Yes";75.9
"0233-FTHAV";"Female";"No";"No";"No";60;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"One year";"Yes";"Bank transfer (automatic)";79.2;4765.0;"No";"49-72 Months";1;"No";79.416667
"0234-TEVTT";"Female";"No";"Yes";"Yes";48;"No";"No phone service";"DSL";"Yes";"No";"Yes";"No";"No";"Yes";"One year";"No";"Credit card (automatic)";45.0;2196.3;"No";"25-48 Months";3;"No";45.75625
"0235-KGSLC";"Female";"No";"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";85.55;85.55;"Yes";"0-12 Months";2;"No";85.55
"0236-HFWSV";"Male";"No";"No";"No";15;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";93.35;1444.65;"Yes";"13-24 Months";2;"Yes";96.31
"0237-YFUTL";"Female";"No";"Yes";"No";50;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";109.65;5405.8;"No";"49-72 Months";5;"No";108.116
"0238-WHBIQ";"Male";"No";"Yes";"Yes";72;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Credit card (automatic)";89.7;6339.3;"No";"49-72 Months";6;"No";88.045833
"0239-OXEXL";"Female";"No";"No";"No";46;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";84.25;3847.6;"No";"25-48 Months";2;"No";83.643478
"0244-LGNFY";"Female";"No";"Yes";"Yes";72;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Bank transfer (automatic)";92.65;6733.0;"No";"49-72 Months";6;"No";93.513889
"0247-SLUJI";"Male";"No";"Yes";"Yes";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19.7;19.7;"No";"0-12 Months";0;"No";19.7
"0248-IPDFW";"Female";"No";"No";"No";1;"Yes";"Yes";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";50.1;50.1;"No";"0-12 Months";0;"Yes";50.1
"0248-PGHBZ";"Female";"Yes";"No";"No";67;"Yes";"No";"Fiber optic";"Yes";"Yes";"No";"Yes";"Yes";"No";"Two year";"Yes";"Bank transfer (automatic)";92.45;6140.85;"No";"49-72 Months";4;"No";91.654478
"0253-ZTEOB";"Female";"No";"Yes";"Yes";48;"Yes";"Yes";"DSL";"No";"Yes";"No";"Yes";"Yes";"Yes";"Two year";"No";"Electronic check";79.65;3870.3;"No";"25-48 Months";4;"No";80.63125
"0254-FNMCI";"Female";"No";"No";"No";72;"Yes";"No";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Electronic check";109.9;7624.2;"No";"49-72 Months";6;"Yes";105.891667
"0254-KCJGT";"Male";"No";"Yes";"No";52;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"One year";"Yes";"Credit card (automatic)";81.4;4354.45;"No";"49-72 Months";5;"No";83.739423
"0254-WWRKD";"Female";"No";"Yes";"Yes";67;"Yes";"No";"DSL";"No";"Yes";"No";"No";"No";"No";"One year";"No";"Credit card (automatic)";50.55;3431.75;"No";"49-72 Months";1;"No";51.220149
"0256-LTHVJ";"Female";"No";"Yes";"Yes";28;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";81.05;2227.1;"Yes";"25-48 Months";1;"Yes";79.539286
"0257-KXZGU";"Female";"No";"Yes";"Yes";32;"Yes";"Yes";"DSL";"No";"Yes";"Yes";"No";"No";"No";"Month-to-month";"No";"Bank transfer (automatic)";62.45;2045.55;"No";"25-48 Months";2;"No";63.923438
"0257-ZESQC";"Female";"Yes";"Yes";"No";27;"Yes";"No";"Fiber optic";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";75.2;1929.35;"Yes";"25-48 Months";1;"No";71.457407
"0258-NOKBL";"Male";"No";"No";"No";3;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";90.4;268.45;"No";"0-12 Months";3;"No";89.483333
"0259-GBZSH";"Male";"No";"No";"No";2;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";85.65;181.5;"Yes";"0-12 Months";1;"Yes";90.75
"0260-ZDLGK";"Female";"No";"No";"Yes";9;"Yes";"No";"DSL";"No";"No";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Mailed check";72.9;651.4;"Yes";"0-12 Months";4;"No";72.377778
"0263-FJTQO";"Male";"No";"Yes";"Yes";50;"Yes";"Yes";"DSL";"Yes";"No";"No";"Yes";"Yes";"No";"Two year";"Yes";"Credit card (automatic)";70.5;3486.65;"No";"49-72 Months";3;"No";69.733
"0264-CNITK";"Female";"No";"Yes";"Yes";71;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";20.1;1389.6;"No";"49-72 Months";0;"No";19.571831
"0265-EDXBD";"Male";"Yes";"Yes";"No";32;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";74.9;2303.35;"Yes";"25-48 Months";0;"Yes";71.979688
"0265-PSUAE";"Female";"No";"Yes";"Yes";16;"Yes";"No";"Fiber optic";"Yes";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Bank transfer (automatic)";100.7;1522.7;"No";"13-24 Months";4;"No";95.16875
"0266-CLZKZ";"Female";"No";"Yes";"Yes";67;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";105.65;6717.9;"No";"49-72 Months";4;"No";100.267164
"0266-GMEAO";"Male";"No";"Yes";"Yes";72;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";114.3;8058.55;"No";"49-72 Months";6;"No";111.924306
"0268-QKIWO";"Female";"No";"No";"No";3;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Electronic check";19.75;58.85;"Yes";"0-12 Months";0;"No";19.616667
"0269-XFESX";"Male";"No";"Yes";"Yes";23;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";24.35;538.5;"No";"13-24 Months";0;"No";23.413043
"0270-THENM";"Male";"No";"Yes";"Yes";72;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"No";"No";"Two year";"No";"Bank transfer (automatic)";69.85;5102.35;"No";"49-72 Months";4;"No";70.865972
"0274-JKUJR";"Male";"No";"Yes";"Yes";7;"No";"No phone service";"DSL";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Mailed check";58.85;465.7;"No";"0-12 Months";5;"No";66.528571
"0277-BKSQP";"Male";"No";"Yes";"Yes";8;"Yes";"No";"DSL";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";54.4;475.1;"No";"0-12 Months";1;"Yes";59.3875
"0277-ORXQS";"Male";"No";"Yes";"Yes";66;"No";"No phone service";"DSL";"No";"No";"No";"Yes";"Yes";"Yes";"Two year";"No";"Bank transfer (automatic)";50.55;3364.55;"No";"49-72 Months";3;"No";50.97803
"0278-YXOOG";"Male";"No";"No";"No";5;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";21.05;113.85;"Yes";"0-12 Months";0;"No";22.77
"0280-XJGEX";"Male";"No";"No";"No";49;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";103.7;5036.3;"Yes";"49-72 Months";4;"No";102.781633
"0281-CNTZX";"Male";"No";"Yes";"No";63;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Bank transfer (automatic)";19.95;1234.8;"No";"49-72 Months";0;"No";19.6
"0282-NVSJS";"Female";"Yes";"Yes";"Yes";12;"No";"No phone service";"DSL";"No";"No";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Mailed check";29.3;355.9;"No";"0-12 Months";1;"No";29.658333
"0285-INHLN";"Male";"No";"Yes";"Yes";27;"Yes";"No";"DSL";"Yes";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";54.75;1510.3;"No";"25-48 Months";2;"No";55.937037
"0289-IVARM";"Female";"No";"No";"No";35;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"No";"No";"No";"Month-to-month";"No";"Electronic check";60.55;1982.6;"No";"25-48 Months";3;"No";56.645714
"0292-WEGCH";"Female";"No";"Yes";"Yes";54;"Yes";"Yes";"DSL";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";86.2;4524.05;"No";"49-72 Months";5;"Yes";83.778704
"0295-PPHDO";"Male";"No";"No";"No";1;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";95.45;95.45;"Yes";"0-12 Months";2;"Yes";95.45
"0295-QVKPB";"Male";"No";"No";"No";5;"Yes";"No";"DSL";"No";"No";"Yes";"Yes";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";63.95;318.1;"No";"0-12 Months";3;"No";63.62
"0297-RBCSG";"Male";"No";"No";"No";19;"Yes";"No";"DSL";"No";"Yes";"No";"Yes";"No";"Yes";"One year";"Yes";"Bank transfer (automatic)";65.35;1231.85;"No";"13-24 Months";3;"No";64.834211
"0298-XACET";"Male";"No";"Yes";"Yes";52;"No";"No phone service";"DSL";"No";"Yes";"Yes";"Yes";"Yes";"No";"Two year";"No";"Mailed check";50.2;2554.0;"No";"49-72 Months";4;"No";49.115385
"0301-FIDRB";"Female";"No";"Yes";"Yes";72;"No";"No phone service";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";63.8;4684.3;"No";"49-72 Months";6;"No";65.059722
"0301-KOBTQ";"Male";"No";"No";"No";32;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Bank transfer (automatic)";20.05;614.45;"No";"25-48 Months";0;"No";19.201563
"0302-JOIVN";"Female";"No";"Yes";"No";8;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Electronic check";101.15;842.9;"Yes";"0-12 Months";4;"No";105.3625
"0303-UNCIP";"Male";"No";"No";"No";41;"Yes";"Yes";"DSL";"No";"No";"Yes";"No";"No";"Yes";"One year";"No";"Mailed check";65.0;2531.8;"No";"25-48 Months";2;"No";61.75122
"0303-WMMRN";"Male";"No";"No";"No";5;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";19.25;86.05;"No";"0-12 Months";0;"No";17.21
"0305-SQECB";"Female";"No";"No";"Yes";11;"No";"No phone service";"DSL";"Yes";"No";"No";"Yes";"No";"No";"One year";"Yes";"Mailed check";36.05;402.6;"No";"0-12 Months";2;"No";36.6
"0306-JAELE";"Male";"No";"No";"No";5;"Yes";"No";"Fiber optic";"No";"No";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";96.1;453.4;"Yes";"0-12 Months";3;"Yes";90.68
"0307-BCOPK";"Female";"No";"No";"No";16;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";19.05;326.65;"No";"13-24 Months";0;"No";20.415625
"0308-GIQJT";"Male";"Yes";"No";"No";71;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"Yes";"One year";"No";"Bank transfer (automatic)";105.75;7382.85;"No";"49-72 Months";4;"No";103.983803
"0308-IVGOK";"Female";"No";"No";"No";11;"No";"No phone service";"DSL";"No";"Yes";"Yes";"Yes";"No";"No";"One year";"Yes";"Credit card (automatic)";40.4;422.6;"No";"0-12 Months";3;"No";38.418182
"0310-MVLET";"Female";"No";"Yes";"Yes";61;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";99.15;6010.05;"Yes";"49-72 Months";3;"Yes";98.52541
"0310-SUCIN";"Female";"No";"Yes";"No";71;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"One year";"Yes";"Bank transfer (automatic)";84.8;6046.1;"No";"49-72 Months";6;"No";85.156338
"0310-VQXAM";"Male";"No";"No";"No";9;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19.85;178.8;"No";"0-12 Months";0;"No";19.866667
"0311-QYWSS";"Female";"No";"No";"No";6;"Yes";"No";"DSL";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";49.45;314.6;"No";"0-12 Months";1;"Yes";52.433333
"0311-UNPFF";"Female";"No";"No";"No";26;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";88.8;2274.35;"Yes";"25-48 Months";2;"No";87.475
"0314-TKOSI";"Female";"No";"No";"No";6;"Yes";"No";"DSL";"Yes";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";55.15;322.9;"No";"0-12 Months";2;"No";53.816667
"0315-LVCRK";"Male";"No";"No";"No";11;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";84.8;888.75;"No";"0-12 Months";2;"No";80.795455
"0318-QUUOB";"Male";"No";"Yes";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";80.55;80.55;"Yes";"0-12 Months";1;"Yes";80.55
"0318-ZOPWS";"Female";"No";"Yes";"No";49;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Bank transfer (automatic)";20.15;973.35;"No";"49-72 Months";0;"No";19.864286
"0319-QZTCO";"Female";"No";"Yes";"Yes";3;"Yes";"No";"DSL";"No";"Yes";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";58.7;168.6;"No";"0-12 Months";2;"No";56.2
"0320-DWVTU";"Female";"No";"No";"No";53;"Yes";"No";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Two year";"No";"Mailed check";99.5;5424.25;"No";"49-72 Months";5;"No";102.34434
"0320-JDNQG";"Male";"No";"Yes";"Yes";23;"Yes";"No";"Fiber optic";"Yes";"No";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";99.85;2331.3;"Yes";"13-24 Months";4;"Yes";101.36087
"0322-CHQRU";"Male";"No";"No";"No";2;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";45.35;89.5;"Yes";"0-12 Months";0;"No";44.75
"0322-YINQP";"Male";"No";"No";"No";1;"Yes";"No";"DSL";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";48.55;48.55;"Yes";"0-12 Months";1;"No";48.55
"0323-XWWTN";"Male";"No";"No";"Yes";3;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Mailed check";26.4;121.25;"No";"0-12 Months";0;"No";40.416667
"0324-BRPCJ";"Female";"Yes";"Yes";"No";68;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";100.2;6851.65;"Yes";"49-72 Months";3;"Yes";100.759559
"0325-XBFAC";"Male";"No";"No";"No";8;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";94.7;740.3;"Yes";"0-12 Months";3;"Yes";92.5375
"0326-VDYXE";"Female";"No";"Yes";"No";70;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"One year";"Yes";"Electronic check";97.65;6982.5;"No";"49-72 Months";3;"Yes";99.75
"0327-WFZSY";"Male";"No";"Yes";"Yes";39;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"One year";"No";"Electronic check";100.0;3835.55;"No";"25-48 Months";3;"No";98.347436
"0328-GRPMV";"Female";"No";"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";70.1;70.1;"Yes";"0-12 Months";0;"Yes";70.1
"0329-GTIAJ";"Female";"No";"No";"No";3;"Yes";"No";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";97.9;315.3;"Yes";"0-12 Months";4;"Yes";105.1
"0330-BGYZE";"Male";"No";"Yes";"No";60;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"One year";"No";"Bank transfer (automatic)";102.5;6157.6;"No";"49-72 Months";4;"No";102.626667
"0330-IVZHA";"Female";"No";"Yes";"No";5;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";69.95;330.15;"Yes";"0-12 Months";0;"No";66.03
"0334-GDDSO";"Male";"Yes";"No";"No";3;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";81.35;233.7;"Yes";"0-12 Months";1;"Yes";77.9
"0334-ZFJSR";"Female";"No";"Yes";"No";55;"Yes";"Yes";"DSL";"Yes";"Yes";"No";"Yes";"No";"No";"One year";"Yes";"Credit card (automatic)";66.05;3462.1;"No";"49-72 Months";3;"No";62.947273
"0336-KXKFK";"Male";"No";"No";"No";72;"No";"No phone service";"DSL";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";61.2;4390.25;"No";"49-72 Months";5;"No";60.975694
